Customer_ID,Customer_Type,Region,Monthly_Quantity,Purchase_Frequency,Average_Order,Payment_Delay_Days,Credit_Limit,Relationship_Years,Previous_Month_Sales,Current_Month_Sales,Growth_Percentage,Complaint_Count,Customer_Category
C0936,Dealer,Tirunelveli,439,6,69,10,607658,9,25000,24798,-0.81,1,Regular
C0937,Dealer,Trichy,456,4,121,18,500619,10,54747,62193,13.6,1,Regular
C0938,Retailer,Dindigul,157,1,157,14,385730,8,25190,25769,2.3,5,Low Value
C0939,Dealer,Chennai,447,5,93,5,251913,5,41869,44113,5.36,4,Regular
C0940,Contractor,Madurai,308,3,95,11,202132,4,32024,33170,3.58,1,Low Value
C0941,Dealer,Madurai,343,5,64,2,508346,3,25000,25525,2.1,1,Low Value
C0942,Contractor,Coimbatore,996,11,87,15,1055293,3,69649,82297,18.16,5,High Value
C0943,Contractor,Tirunelveli,225,4,63,35,386912,5,25000,23025,-7.9,2,Low Value
C0944,Retailer,Salem,704,12,72,10,825129,9,51447,58073,12.88,1,High Value
C0945,Dealer,Tirunelveli,386,6,58,19,543613,3,25000,22408,-10.37,4,Low Value
C0946,Dealer,Chennai,386,4,105,2,353372,9,39006,39221,0.55,3,Regular
C0947,Dealer,Coimbatore,695,8,70,3,830208,1,49778,52028,4.52,3,Low Value
C0948,Retailer,Madurai,543,6,81,6,727880,6,44201,46177,4.47,2,Low Value
C0949,Retailer,Coimbatore,616,10,54,7,865066,6,36675,37423,2.04,1,Regular
C0950,Contractor,Coimbatore,766,8,85,10,1063727,3,64095,68287,6.54,2,Regular
C0951,Contractor,Madurai,375,5,62,5,483042,2,25000,22882,-8.47,3,Low Value
C0952,Contractor,Trichy,321,4,84,9,428719,8,25000,26538,6.15,3,Low Value
C0953,Dealer,Chennai,248,2,122,15,127019,5,30900,30276,-2.02,2,Low Value
C0954,Retailer,Tirunelveli,286,1,289,11,266331,19,91818,85473,-6.91,2,Low Value
C0955,Contractor,Erode,1800,20,96,6,1821830,10,156262,204047,30.58,2,High Value
C0956,Dealer,Erode,892,10,91,13,1079238,10,86176,101119,17.34,5,High Value
C0957,Contractor,Salem,214,4,59,6,231580,1,25000,23555,-5.78,3,Low Value
C0958,Dealer,Coimbatore,217,1,216,8,367011,3,36270,33931,-6.45,2,Low Value
C0959,Dealer,Salem,587,9,56,14,681755,2,32300,33818,4.7,3,Low Value
C0960,Contractor,Tirunelveli,608,5,130,7,630540,1,63396,69108,9.01,4,Regular
C0961,Dealer,Madurai,609,11,51,3,754517,5,35312,34849,-1.31,3,Regular
C0962,Contractor,Coimbatore,391,1,300,8,372411,8,126046,136004,7.9,1,Low Value
C0963,Dealer,Dindigul,420,6,69,14,452516,2,25000,23978,-4.09,0,Low Value
C0964,Dealer,Coimbatore,539,7,70,15,412576,1,30135,31190,3.5,7,Low Value
C0965,Dealer,Chennai,472,4,115,3,494445,2,53617,55976,4.4,2,Low Value
C0966,Dealer,Chennai,133,2,69,13,154454,4,25000,23082,-7.67,4,Low Value
C0967,Contractor,Trichy,397,7,60,7,434532,4,25000,23950,-4.2,0,Low Value
C0968,Dealer,Coimbatore,282,1,275,20,376725,5,74964,72280,-3.58,1,Low Value
C0969,Contractor,Coimbatore,496,7,67,3,659636,6,30080,35482,17.96,2,Regular
C0970,Contractor,Madurai,1800,16,121,12,1824863,5,172156,213577,24.06,1,Regular
C0971,Contractor,Madurai,551,5,114,6,722800,8,67259,80583,19.81,0,Regular
C0972,Retailer,Dindigul,379,8,64,5,562217,2,27070,27178,0.4,1,Low Value
C0973,Contractor,Trichy,747,8,103,15,770543,4,80991,88726,9.55,1,Regular
C0974,Dealer,Chennai,587,5,127,16,578407,7,80436,79640,-0.99,1,Low Value
C0975,Dealer,Trichy,567,6,83,1,666489,6,39371,40599,3.12,1,Regular
C0976,Dealer,Erode,628,12,58,15,821652,14,31158,33227,6.64,3,Regular
C0977,Contractor,Trichy,1395,13,107,7,1584491,2,124399,145696,17.12,2,High Value
C0978,Dealer,Coimbatore,242,1,238,8,435641,7,60823,60172,-1.07,7,Low Value
C0979,Contractor,Dindigul,584,10,60,3,626423,3,39566,41402,4.64,2,Regular
C0980,Contractor,Dindigul,270,7,46,12,376259,3,25000,27962,11.85,1,Low Value
C0981,Dealer,Trichy,611,7,91,30,758872,9,61305,59570,-2.83,5,Low Value
C0982,Retailer,Tirunelveli,272,1,265,5,446360,5,72475,73642,1.61,2,Low Value
C0983,Dealer,Chennai,358,8,51,17,587976,6,25000,25683,2.73,1,Low Value
C0984,Dealer,Chennai,383,8,43,8,488885,3,25000,23658,-5.37,2,Low Value
C0985,Contractor,Madurai,770,10,79,5,699017,3,47455,55081,16.07,2,High Value
C0986,Contractor,Madurai,746,7,104,2,673228,1,59164,63767,7.78,3,Regular
C0987,Contractor,Salem,227,3,74,19,336666,5,25000,20000,-20.07,3,Low Value
C0988,Contractor,Chennai,464,5,99,8,570467,2,42508,45989,8.19,1,Regular
C0989,Dealer,Coimbatore,305,4,68,6,250408,4,25000,23320,-6.72,1,Low Value
C0990,Retailer,Salem,225,6,53,6,343598,8,25000,23348,-6.61,4,Low Value
C0991,Retailer,Tirunelveli,399,6,52,13,561897,1,25000,26422,5.69,3,Low Value
C0992,Contractor,Madurai,380,2,185,6,283853,20,66107,70027,5.93,2,Low Value
C0993,Dealer,Salem,1709,20,88,4,1900250,3,141113,195766,38.73,3,High Value
C0994,Contractor,Madurai,571,7,86,7,599046,4,44459,51261,15.3,3,Regular
C0995,Dealer,Tirunelveli,211,4,52,7,453264,6,25000,23752,-4.99,1,Low Value
C0996,Dealer,Salem,330,7,47,7,375486,3,25000,26670,6.68,3,Low Value
C0997,Retailer,Erode,789,7,116,6,706455,3,90742,96386,6.22,0,Regular
C0998,Dealer,Madurai,1419,17,82,18,1430174,9,128949,181921,41.08,1,High Value
C0999,Retailer,Madurai,188,1,199,37,235382,8,41022,36702,-10.53,4,Low Value
C1000,Contractor,Trichy,160,1,167,3,176382,4,29557,31212,5.6,2,Low Value
